raceId,year,driverId,constructorId,finish_points,grid,position,racer_name,constructor_name,qual_points,teammate_points
871,2012,813,3,0.0,6,,Pastor Maldonado,Williams,8,1.0
871,2012,815,15,0.0,4,,Sergio Pérez,Sauber,12,1.0
871,2012,4,6,0.0,5,,Fernando Alonso,Ferrari,10,0.0
871,2012,1,1,0.0,7,,Lewis Hamilton,McLaren,6,0.0
871,2012,154,208,0.0,8,,Romain Grosjean,Lotus F1,4,1.0
872,2012,1,1,25.0,1,1.0,Lewis Hamilton,McLaren,25,0.0
872,2012,815,15,18.0,12,2.0,Sergio Pérez,Sauber,0,1.0
872,2012,4,6,15.0,10,3.0,Fernando Alonso,Ferrari,1,1.0
872,2012,13,6,12.0,3,4.0,Felipe Massa,Ferrari,15,0.0
872,2012,8,208,10.0,7,5.0,Kimi Räikkönen,Lotus F1,6,1.0
872,2012,30,131,8.0,4,6.0,Michael Schumacher,Mercedes,12,1.0
872,2012,3,131,6.0,6,7.0,Nico Rosberg,Mercedes,8,0.0
872,2012,814,10,4.0,9,8.0,Paul di Resta,Force India,2,1.0
872,2012,155,15,2.0,8,9.0,Kamui Kobayashi,Sauber,4,0.0
872,2012,811,3,1.0,13,10.0,Bruno Senna,Williams,0,1.0
872,2012,813,3,0.0,22,11.0,Pastor Maldonado,Williams,0,0.0
872,2012,817,5,0.0,14,12.0,Daniel Ricciardo,Toro Rosso,0,0.0
872,2012,816,208,0.0,15,13.0,Jérôme d'Ambrosio,Lotus F1,0,0.0
872,2012,5,207,0.0,17,14.0,Heikki Kovalainen,Caterham,0,1.0
872,2012,808,207,0.0,18,15.0,Vitaly Petrov,Caterham,0,0.0
872,2012,819,206,0.0,20,16.0,Charles Pic,Marussia,0,1.0
872,2012,10,206,0.0,19,17.0,Timo Glock,Marussia,0,0.0
872,2012,37,164,0.0,23,18.0,Pedro de la Rosa,HRT,0,1.0
872,2012,39,164,0.0,21,19.0,Narain Karthikeyan,HRT,0,0.0
872,2012,17,9,0.0,11,20.0,Mark Webber,Red Bull,0,1.0
872,2012,807,10,0.0,24,21.0,Nico Hülkenberg,Force India,0,0.0
872,2012,20,9,0.0,5,22.0,Sebastian Vettel,Red Bull,10,0.0
872,2012,18,1,0.0,2,,Jenson Button,McLaren,18,1.0
872,2012,818,5,0.0,16,,Jean-Éric Vergne,Toro Rosso,0,1.0
873,2012,20,9,25.0,3,1.0,Sebastian Vettel,Red Bull,15,1.0
873,2012,18,1,18.0,4,2.0,Jenson Button,McLaren,12,1.0
873,2012,4,6,15.0,5,3.0,Fernando Alonso,Ferrari,10,1.0
873,2012,814,10,12.0,6,4.0,Paul di Resta,Force India,8,1.0
873,2012,3,131,10.0,10,5.0,Nico Rosberg,Mercedes,1,0.0
873,2012,8,208,8.0,12,6.0,Kimi Räikkönen,Lotus F1,0,1.0
873,2012,154,208,6.0,8,7.0,Romain Grosjean,Lotus F1,4,0.0
873,2012,13,6,4.0,13,8.0,Felipe Massa,Ferrari,0,0.0
873,2012,817,5,2.0,15,9.0,Daniel Ricciardo,Toro Rosso,0,0.0
873,2012,815,15,1.0,14,10.0,Sergio Pérez,Sauber,0,1.0
873,2012,17,9,0.0,7,11.0,Mark Webber,Red Bull,6,0.0
873,2012,10,206,0.0,20,12.0,Timo Glock,Marussia,0,1.0
873,2012,155,15,0.0,17,13.0,Kamui Kobayashi,Sauber,0,0.0
873,2012,807,10,0.0,11,14.0,Nico Hülkenberg,Force India,0,0.0
873,2012,5,207,0.0,19,15.0,Heikki Kovalainen,Caterham,0,1.0
873,2012,819,206,0.0,21,16.0,Charles Pic,Marussia,0,0.0
873,2012,37,164,0.0,24,17.0,Pedro de la Rosa,HRT,0,0.0
873,2012,811,3,0.0,22,18.0,Bruno Senna,Williams,0,0.0
873,2012,808,207,0.0,18,19.0,Vitaly Petrov,Caterham,0,0.0
873,2012,818,5,0.0,16,,Jean-Éric Vergne,Toro Rosso,0,1.0
873,2012,30,131,0.0,9,,Michael Schumacher,Mercedes,2,1.0
873,2012,813,3,0.0,2,,Pastor Maldonado,Williams,18,1.0
873,2012,39,164,0.0,23,,Narain Karthikeyan,HRT,0,1.0
873,2012,1,1,0.0,1,,Lewis Hamilton,McLaren,25,0.0
874,2012,20,9,25.0,1,1.0,Sebastian Vettel,Red Bull,25,1.0
874,2012,13,6,18.0,10,2.0,Felipe Massa,Ferrari,1,1.0
874,2012,155,15,15.0,3,3.0,Kamui Kobayashi,Sauber,15,0.0
874,2012,18,1,12.0,8,4.0,Jenson Button,McLaren,4,1.0
874,2012,1,1,10.0,9,5.0,Lewis Hamilton,McLaren,2,0.0
874,2012,8,208,8.0,7,6.0,Kimi Räikkönen,Lotus F1,6,1.0
874,2012,807,10,6.0,15,7.0,Nico Hülkenberg,Force India,0,1.0
874,2012,813,3,4.0,12,8.0,Pastor Maldonado,Williams,0,1.0
874,2012,17,9,2.0,2,9.0,Mark Webber,Red Bull,18,0.0
874,2012,817,5,1.0,14,10.0,Daniel Ricciardo,Toro Rosso,0,1.0
874,2012,30,131,0.0,23,11.0,Michael Schumacher,Mercedes,0,1.0
874,2012,814,10,0.0,11,12.0,Paul di Resta,Force India,0,0.0
874,2012,818,5,0.0,19,13.0,Jean-Éric Vergne,Toro Rosso,0,0.0
874,2012,811,3,0.0,16,14.0,Bruno Senna,Williams,0,0.0
874,2012,5,207,0.0,17,15.0,Heikki Kovalainen,Caterham,0,1.0
874,2012,10,206,0.0,18,16.0,Timo Glock,Marussia,0,0.0
874,2012,808,207,0.0,22,17.0,Vitaly Petrov,Caterham,0,0.0
874,2012,37,164,0.0,20,18.0,Pedro de la Rosa,HRT,0,0.0
874,2012,154,208,0.0,4,19.0,Romain Grosjean,Lotus F1,12,0.0
874,2012,819,206,0.0,21,,Charles Pic,Marussia,0,1.0
874,2012,39,164,0.0,24,,Narain Karthikeyan,HRT,0,1.0
874,2012,815,15,0.0,5,,Sergio Pérez,Sauber,10,1.0
874,2012,4,6,0.0,6,,Fernando Alonso,Ferrari,8,0.0
874,2012,3,131,0.0,13,,Nico Rosberg,Mercedes,0,0.0
875,2012,20,9,25.0,2,1.0,Sebastian Vettel,Red Bull,18,1.0
875,2012,17,9,18.0,1,2.0,Mark Webber,Red Bull,25,0.0
875,2012,4,6,15.0,4,3.0,Fernando Alonso,Ferrari,12,1.0
875,2012,13,6,12.0,6,4.0,Felipe Massa,Ferrari,8,0.0
875,2012,8,208,10.0,5,5.0,Kimi Räikkönen,Lotus F1,10,1.0
875,2012,807,10,8.0,8,6.0,Nico Hülkenberg,Force India,4,1.0
875,2012,154,208,6.0,7,7.0,Romain Grosjean,Lotus F1,6,0.0
875,2012,818,5,4.0,16,8.0,Jean-Éric Vergne,Toro Rosso,0,1.0
875,2012,817,5,2.0,21,9.0,Daniel Ricciardo,Toro Rosso,0,0.0
875,2012,1,1,1.0,3,10.0,Lewis Hamilton,McLaren,15,0.0
875,2012,815,15,0.0,12,11.0,Sergio Pérez,Sauber,0,1.0
875,2012,814,10,0.0,14,12.0,Paul di Resta,Force India,0,0.0
875,2012,30,131,0.0,10,13.0,Michael Schumacher,Mercedes,1,1.0
875,2012,813,3,0.0,15,14.0,Pastor Maldonado,Williams,0,1.0
875,2012,811,3,0.0,17,15.0,Bruno Senna,Williams,0,0.0
875,2012,808,207,0.0,18,16.0,Vitaly Petrov,Caterham,0,1.0
875,2012,5,207,0.0,19,17.0,Heikki Kovalainen,Caterham,0,0.0
875,2012,10,206,0.0,20,18.0,Timo Glock,Marussia,0,1.0
875,2012,819,206,0.0,24,19.0,Charles Pic,Marussia,0,0.0
875,2012,39,164,0.0,23,20.0,Narain Karthikeyan,HRT,0,1.0
875,2012,37,164,0.0,22,,Pedro de la Rosa,HRT,0,0.0
875,2012,155,15,0.0,13,,Kamui Kobayashi,Sauber,0,0.0
875,2012,3,131,0.0,9,,Nico Rosberg,Mercedes,2,0.0
875,2012,18,1,0.0,11,,Jenson Button,McLaren,0,1.0
876,2012,20,9,25.0,1,1.0,Sebastian Vettel,Red Bull,25,1.0
876,2012,4,6,18.0,5,2.0,Fernando Alonso,Ferrari,10,1.0
876,2012,17,9,15.0,2,3.0,Mark Webber,Red Bull,18,0.0
876,2012,1,1,12.0,3,4.0,Lewis Hamilton,McLaren,15,1.0
876,2012,18,1,10.0,4,5.0,Jenson Button,McLaren,12,0.0
876,2012,13,6,8.0,6,6.0,Felipe Massa,Ferrari,8,0.0
876,2012,8,208,6.0,7,7.0,Kimi Räikkönen,Lotus F1,6,1.0
876,2012,807,10,4.0,12,8.0,Nico Hülkenberg,Force India,0,1.0
876,2012,154,208,2.0,11,9.0,Romain Grosjean,Lotus F1,0,0.0
876,2012,811,3,1.0,13,10.0,Bruno Senna,Williams,0,1.0
876,2012,3,131,0.0,10,11.0,Nico Rosberg,Mercedes,1,1.0
876,2012,814,10,0.0,16,12.0,Paul di Resta,Force India,0,0.0
876,2012,817,5,0.0,15,13.0,Daniel Ricciardo,Toro Rosso,0,1.0
876,2012,155,15,0.0,17,14.0,Kamui Kobayashi,Sauber,0,0.0
876,2012,818,5,0.0,18,15.0,Jean-Éric Vergne,Toro Rosso,0,0.0
876,2012,813,3,0.0,9,16.0,Pastor Maldonado,Williams,2,0.0
876,2012,808,207,0.0,19,17.0,Vitaly Petrov,Caterham,0,1.0
876,2012,5,207,0.0,20,18.0,Heikki Kovalainen,Caterham,0,0.0
876,2012,819,206,0.0,24,19.0,Charles Pic,Marussia,0,1.0
876,2012,10,206,0.0,21,20.0,Timo Glock,Marussia,0,0.0
876,2012,39,164,0.0,23,21.0,Narain Karthikeyan,HRT,0,1.0
876,2012,30,131,0.0,14,22.0,Michael Schumacher,Mercedes,0,0.0
876,2012,37,164,0.0,22,,Pedro de la Rosa,HRT,0,0.0
876,2012,815,15,0.0,8,,Sergio Pérez,Sauber,4,1.0
877,2012,8,208,25.0,4,1.0,Kimi Räikkönen,Lotus F1,12,0.0
877,2012,4,6,18.0,6,2.0,Fernando Alonso,Ferrari,8,1.0
877,2012,20,9,15.0,24,3.0,Sebastian Vettel,Red Bull,0,1.0
877,2012,18,1,12.0,5,4.0,Jenson Button,McLaren,10,1.0
877,2012,813,3,10.0,3,5.0,Pastor Maldonado,Williams,15,1.0
877,2012,155,15,8.0,15,6.0,Kamui Kobayashi,Sauber,0,1.0
877,2012,13,6,6.0,8,7.0,Felipe Massa,Ferrari,4,0.0
877,2012,811,3,4.0,14,8.0,Bruno Senna,Williams,0,0.0
877,2012,814,10,2.0,12,9.0,Paul di Resta,Force India,0,1.0
877,2012,817,5,1.0,16,10.0,Daniel Ricciardo,Toro Rosso,0,1.0
877,2012,30,131,0.0,13,11.0,Michael Schumacher,Mercedes,0,1.0
877,2012,818,5,0.0,17,12.0,Jean-Éric Vergne,Toro Rosso,0,0.0
877,2012,5,207,0.0,18,13.0,Heikki Kovalainen,Caterham,0,1.0
877,2012,10,206,0.0,21,14.0,Timo Glock,Marussia,0,0.0
877,2012,815,15,0.0,11,15.0,Sergio Pérez,Sauber,0,0.0
877,2012,808,207,0.0,20,16.0,Vitaly Petrov,Caterham,0,0.0
877,2012,37,164,0.0,22,17.0,Pedro de la Rosa,HRT,0,0.0
877,2012,819,206,0.0,19,,Charles Pic,Marussia,0,1.0
877,2012,154,208,0.0,9,,Romain Grosjean,Lotus F1,2,1.0
877,2012,17,9,0.0,2,,Mark Webber,Red Bull,18,0.0
877,2012,1,1,0.0,1,,Lewis Hamilton,McLaren,25,0.0
877,2012,39,164,0.0,23,,Narain Karthikeyan,HRT,0,1.0
877,2012,3,131,0.0,7,,Nico Rosberg,Mercedes,6,0.0
877,2012,807,10,0.0,10,,Nico Hülkenberg,Force India,1,0.0
878,2012,1,1,25.0,2,1.0,Lewis Hamilton,McLaren,18,1.0
878,2012,20,9,18.0,1,2.0,Sebastian Vettel,Red Bull,25,1.0
878,2012,4,6,15.0,7,3.0,Fernando Alonso,Ferrari,6,1.0
878,2012,13,6,12.0,11,4.0,Felipe Massa,Ferrari,0,0.0
878,2012,18,1,10.0,12,5.0,Jenson Button,McLaren,0,0.0
878,2012,8,208,8.0,4,6.0,Kimi Räikkönen,Lotus F1,12,1.0
878,2012,154,208,6.0,8,7.0,Romain Grosjean,Lotus F1,4,0.0
878,2012,807,10,4.0,6,8.0,Nico Hülkenberg,Force India,8,1.0
878,2012,813,3,2.0,9,9.0,Pastor Maldonado,Williams,2,1.0
878,2012,811,3,1.0,10,10.0,Bruno Senna,Williams,1,0.0
878,2012,815,15,0.0,15,11.0,Sergio Pérez,Sauber,0,1.0
878,2012,817,5,0.0,18,12.0,Daniel Ricciardo,Toro Rosso,0,0.0
878,2012,3,131,0.0,17,13.0,Nico Rosberg,Mercedes,0,1.0
878,2012,155,15,0.0,16,14.0,Kamui Kobayashi,Sauber,0,0.0
878,2012,814,10,0.0,13,15.0,Paul di Resta,Force India,0,0.0
878,2012,30,131,0.0,5,16.0,Michael Schumacher,Mercedes,10,0.0
878,2012,808,207,0.0,21,17.0,Vitaly Petrov,Caterham,0,1.0
878,2012,5,207,0.0,22,18.0,Heikki Kovalainen,Caterham,0,0.0
878,2012,10,206,0.0,19,19.0,Timo Glock,Marussia,0,1.0
878,2012,819,206,0.0,20,20.0,Charles Pic,Marussia,0,0.0
878,2012,37,164,0.0,23,21.0,Pedro de la Rosa,HRT,0,1.0
878,2012,39,164,0.0,24,22.0,Narain Karthikeyan,HRT,0,0.0
878,2012,17,9,0.0,3,,Mark Webber,Red Bull,15,0.0
878,2012,818,5,0.0,14,,Jean-Éric Vergne,Toro Rosso,0,1.0
879,2012,18,1,25.0,2,1.0,Jenson Button,McLaren,18,1.0
879,2012,4,6,18.0,7,2.0,Fernando Alonso,Ferrari,6,1.0
879,2012,13,6,15.0,5,3.0,Felipe Massa,Ferrari,10,0.0
879,2012,17,9,12.0,3,4.0,Mark Webber,Red Bull,15,1.0
879,2012,807,10,10.0,6,5.0,Nico Hülkenberg,Force India,8,1.0
879,2012,20,9,8.0,4,6.0,Sebastian Vettel,Red Bull,12,0.0
879,2012,30,131,6.0,13,7.0,Michael Schumacher,Mercedes,0,1.0
879,2012,818,5,4.0,17,8.0,Jean-Éric Vergne,Toro Rosso,0,1.0
879,2012,155,15,2.0,14,9.0,Kamui Kobayashi,Sauber,0,0.0
879,2012,8,208,1.0,8,10.0,Kimi Räikkönen,Lotus F1,4,0.0
879,2012,808,207,0.0,19,11.0,Vitaly Petrov,Caterham,0,1.0
879,2012,819,206,0.0,22,12.0,Charles Pic,Marussia,0,1.0
879,2012,817,5,0.0,15,13.0,Daniel Ricciardo,Toro Rosso,0,0.0
879,2012,5,207,0.0,20,14.0,Heikki Kovalainen,Caterham,0,0.0
879,2012,3,131,0.0,9,15.0,Nico Rosberg,Mercedes,2,0.0
879,2012,10,206,0.0,21,16.0,Timo Glock,Marussia,0,0.0
879,2012,37,164,0.0,24,17.0,Pedro de la Rosa,HRT,0,1.0
879,2012,39,164,0.0,23,18.0,Narain Karthikeyan,HRT,0,0.0
879,2012,814,10,0.0,10,19.0,Paul di Resta,Force India,1,0.0
879,2012,1,1,0.0,1,,Lewis Hamilton,McLaren,25,0.0
879,2012,154,208,0.0,18,,Romain Grosjean,Lotus F1,0,1.0
879,2012,813,3,0.0,16,,Pastor Maldonado,Williams,0,1.0
879,2012,811,3,0.0,11,,Bruno Senna,Williams,0,0.0
879,2012,815,15,0.0,12,,Sergio Pérez,Sauber,0,1.0
880,2013,8,208,25.0,7,1.0,Kimi Räikkönen,Lotus F1,6,1.0
880,2013,4,6,18.0,5,2.0,Fernando Alonso,Ferrari,10,1.0
880,2013,20,9,15.0,1,3.0,Sebastian Vettel,Red Bull,25,1.0
880,2013,13,6,12.0,4,4.0,Felipe Massa,Ferrari,12,0.0
880,2013,1,131,10.0,3,5.0,Lewis Hamilton,Mercedes,15,0.0
880,2013,17,9,8.0,2,6.0,Mark Webber,Red Bull,18,0.0
880,2013,16,10,6.0,12,7.0,Adrian Sutil,Force India,0,1.0
880,2013,814,10,4.0,9,8.0,Paul di Resta,Force India,2,0.0
880,2013,18,1,2.0,10,9.0,Jenson Button,McLaren,1,1.0
880,2013,154,208,1.0,8,10.0,Romain Grosjean,Lotus F1,4,0.0
880,2013,815,1,0.0,15,11.0,Sergio Pérez,McLaren,0,0.0
880,2013,818,5,0.0,13,12.0,Jean-Éric Vergne,Toro Rosso,0,1.0
880,2013,821,15,0.0,18,13.0,Esteban Gutiérrez,Sauber,0,1.0
880,2013,822,3,0.0,16,14.0,Valtteri Bottas,Williams,0,1.0
880,2013,824,206,0.0,19,15.0,Jules Bianchi,Marussia,0,1.0
880,2013,819,207,0.0,22,16.0,Charles Pic,Caterham,0,1.0
880,2013,820,206,0.0,20,17.0,Max Chilton,Marussia,0,0.0
880,2013,823,207,0.0,21,18.0,Giedo van der Garde,Caterham,0,0.0
880,2013,817,5,0.0,14,,Daniel Ricciardo,Toro Rosso,0,0.0
880,2013,3,131,0.0,6,,Nico Rosberg,Mercedes,8,1.0
880,2013,813,3,0.0,17,,Pastor Maldonado,Williams,0,0.0
880,2013,807,15,0.0,11,,Nico Hülkenberg,Sauber,0,0.0
881,2013,20,9,25.0,1,1.0,Sebastian Vettel,Red Bull,25,1.0
881,2013,17,9,18.0,5,2.0,Mark Webber,Red Bull,10,0.0
881,2013,1,131,15.0,4,3.0,Lewis Hamilton,Mercedes,12,1.0
881,2013,3,131,12.0,6,4.0,Nico Rosberg,Mercedes,8,0.0
881,2013,13,6,10.0,2,5.0,Felipe Massa,Ferrari,18,1.0
881,2013,154,208,8.0,11,6.0,Romain Grosjean,Lotus F1,0,1.0
881,2013,8,208,6.0,10,7.0,Kimi Räikkönen,Lotus F1,1,0.0
881,2013,807,15,4.0,12,8.0,Nico Hülkenberg,Sauber,0,1.0
881,2013,815,1,2.0,9,9.0,Sergio Pérez,McLaren,2,1.0
881,2013,818,5,1.0,17,10.0,Jean-Éric Vergne,Toro Rosso,0,1.0
881,2013,822,3,0.0,18,11.0,Valtteri Bottas,Williams,0,1.0
881,2013,821,15,0.0,14,12.0,Esteban Gutiérrez,Sauber,0,0.0
881,2013,824,206,0.0,19,13.0,Jules Bianchi,Marussia,0,1.0
881,2013,819,207,0.0,20,14.0,Charles Pic,Caterham,0,1.0
881,2013,823,207,0.0,22,15.0,Giedo van der Garde,Caterham,0,0.0
881,2013,820,206,0.0,21,16.0,Max Chilton,Marussia,0,0.0
881,2013,18,1,0.0,7,17.0,Jenson Button,McLaren,6,0.0
881,2013,817,5,0.0,13,18.0,Daniel Ricciardo,Toro Rosso,0,0.0
881,2013,813,3,0.0,16,,Pastor Maldonado,Williams,0,0.0
881,2013,16,10,0.0,8,,Adrian Sutil,Force India,4,0.0
881,2013,814,10,0.0,15,,Paul di Resta,Force India,0,1.0
881,2013,4,6,0.0,3,,Fernando Alonso,Ferrari,15,0.0
882,2013,4,6,25.0,3,1.0,Fernando Alonso,Ferrari,15,1.0
882,2013,8,208,18.0,2,2.0,Kimi Räikkönen,Lotus F1,18,1.0
882,2013,1,131,15.0,1,3.0,Lewis Hamilton,Mercedes,25,0.0
882,2013,20,9,12.0,9,4.0,Sebastian Vettel,Red Bull,2,1.0
882,2013,18,1,10.0,8,5.0,Jenson Button,McLaren,4,1.0
882,2013,13,6,8.0,5,6.0,Felipe Massa,Ferrari,10,0.0
882,2013,817,5,6.0,7,7.0,Daniel Ricciardo,Toro Rosso,6,1.0
882,2013,814,10,4.0,11,8.0,Paul di Resta,Force India,0,1.0
882,2013,154,208,2.0,6,9.0,Romain Grosjean,Lotus F1,8,0.0
882,2013,807,15,1.0,10,10.0,Nico Hülkenberg,Sauber,1,0.0
882,2013,815,1,0.0,12,11.0,Sergio Pérez,McLaren,0,0.0
882,2013,818,5,0.0,15,12.0,Jean-Éric Vergne,Toro Rosso,0,0.0
882,2013,822,3,0.0,16,13.0,Valtteri Bottas,Williams,0,1.0
882,2013,813,3,0.0,14,14.0,Pastor Maldonado,Williams,0,0.0
882,2013,824,206,0.0,18,15.0,Jules Bianchi,Marussia,0,1.0
882,2013,819,207,0.0,20,16.0,Charles Pic,Caterham,0,1.0
882,2013,820,206,0.0,19,17.0,Max Chilton,Marussia,0,0.0
882,2013,823,207,0.0,21,18.0,Giedo van der Garde,Caterham,0,0.0
882,2013,3,131,0.0,4,,Nico Rosberg,Mercedes,12,1.0
882,2013,17,9,0.0,22,,Mark Webber,Red Bull,0,0.0
882,2013,16,10,0.0,13,,Adrian Sutil,Force India,0,0.0
882,2013,821,15,0.0,17,,Esteban Gutiérrez,Sauber,0,1.0
883,2013,20,9,25.0,2,1.0,Sebastian Vettel,Red Bull,18,1.0
883,2013,8,208,18.0,8,2.0,Kimi Räikkönen,Lotus F1,4,1.0
883,2013,154,208,15.0,11,3.0,Romain Grosjean,Lotus F1,0,0.0
883,2013,814,10,12.0,5,4.0,Paul di Resta,Force India,10,1.0
883,2013,1,131,10.0,9,5.0,Lewis Hamilton,Mercedes,2,1.0
883,2013,815,1,8.0,12,6.0,Sergio Pérez,McLaren,0,1.0
883,2013,17,9,6.0,7,7.0,Mark Webber,Red Bull,6,0.0
883,2013,4,6,4.0,3,8.0,Fernando Alonso,Ferrari,15,1.0
883,2013,3,131,2.0,1,9.0,Nico Rosberg,Mercedes,25,0.0
883,2013,18,1,1.0,10,10.0,Jenson Button,McLaren,1,0.0
883,2013,813,3,0.0,17,11.0,Pastor Maldonado,Williams,0,1.0
883,2013,807,15,0.0,14,12.0,Nico Hülkenberg,Sauber,0,1.0
883,2013,16,10,0.0,6,13.0,Adrian Sutil,Force India,8,0.0
883,2013,822,3,0.0,15,14.0,Valtteri Bottas,Williams,0,0.0
883,2013,13,6,0.0,4,15.0,Felipe Massa,Ferrari,12,0.0
883,2013,817,5,0.0,13,16.0,Daniel Ricciardo,Toro Rosso,0,0.0
883,2013,819,207,0.0,18,17.0,Charles Pic,Caterham,0,1.0
883,2013,821,15,0.0,22,18.0,Esteban Gutiérrez,Sauber,0,0.0
883,2013,824,206,0.0,19,19.0,Jules Bianchi,Marussia,0,1.0
883,2013,820,206,0.0,21,20.0,Max Chilton,Marussia,0,0.0
883,2013,823,207,0.0,20,21.0,Giedo van der Garde,Caterham,0,0.0
883,2013,818,5,0.0,16,,Jean-Éric Vergne,Toro Rosso,0,1.0
884,2013,4,6,25.0,5,1.0,Fernando Alonso,Ferrari,10,1.0
884,2013,8,208,18.0,4,2.0,Kimi Räikkönen,Lotus F1,12,1.0
884,2013,13,6,15.0,9,3.0,Felipe Massa,Ferrari,2,0.0
884,2013,20,9,12.0,3,4.0,Sebastian Vettel,Red Bull,15,1.0
884,2013,17,9,10.0,7,5.0,Mark Webber,Red Bull,6,0.0
884,2013,3,131,8.0,1,6.0,Nico Rosberg,Mercedes,25,1.0
884,2013,814,10,6.0,10,7.0,Paul di Resta,Force India,1,1.0
884,2013,18,1,4.0,14,8.0,Jenson Button,McLaren,0,1.0
884,2013,815,1,2.0,8,9.0,Sergio Pérez,McLaren,4,0.0
884,2013,817,5,1.0,11,10.0,Daniel Ricciardo,Toro Rosso,0,1.0
884,2013,821,15,0.0,19,11.0,Esteban Gutiérrez,Sauber,0,1.0
884,2013,1,131,0.0,2,12.0,Lewis Hamilton,Mercedes,18,0.0
884,2013,16,10,0.0,13,13.0,Adrian Sutil,Force India,0,0.0
884,2013,813,3,0.0,17,14.0,Pastor Maldonado,Williams,0,1.0
884,2013,807,15,0.0,15,15.0,Nico Hülkenberg,Sauber,0,0.0
884,2013,822,3,0.0,16,16.0,Valtteri Bottas,Williams,0,0.0
884,2013,819,207,0.0,22,17.0,Charles Pic,Caterham,0,1.0
884,2013,824,206,0.0,20,18.0,Jules Bianchi,Marussia,0,1.0
884,2013,820,206,0.0,21,19.0,Max Chilton,Marussia,0,0.0
884,2013,818,5,0.0,12,20.0,Jean-Éric Vergne,Toro Rosso,0,0.0
884,2013,823,207,0.0,18,21.0,Giedo van der Garde,Caterham,0,0.0
884,2013,154,208,0.0,6,22.0,Romain Grosjean,Lotus F1,8,0.0
885,2013,3,131,25.0,1,1.0,Nico Rosberg,Mercedes,25,1.0
885,2013,20,9,18.0,3,2.0,Sebastian Vettel,Red Bull,15,1.0
885,2013,17,9,15.0,4,3.0,Mark Webber,Red Bull,12,0.0
885,2013,1,131,12.0,2,4.0,Lewis Hamilton,Mercedes,18,0.0
885,2013,16,10,10.0,8,5.0,Adrian Sutil,Force India,4,1.0
885,2013,18,1,8.0,9,6.0,Jenson Button,McLaren,2,1.0
885,2013,4,6,6.0,6,7.0,Fernando Alonso,Ferrari,8,0.0
885,2013,818,5,4.0,10,8.0,Jean-Éric Vergne,Toro Rosso,1,1.0
885,2013,814,10,2.0,17,9.0,Paul di Resta,Force India,0,0.0
885,2013,8,208,1.0,5,10.0,Kimi Räikkönen,Lotus F1,10,0.0
885,2013,807,15,0.0,11,11.0,Nico Hülkenberg,Sauber,0,1.0
885,2013,822,3,0.0,14,12.0,Valtteri Bottas,Williams,0,1.0
885,2013,821,15,0.0,19,13.0,Esteban Gutiérrez,Sauber,0,0.0
885,2013,820,206,0.0,22,14.0,Max Chilton,Marussia,0,0.0
885,2013,823,207,0.0,15,15.0,Giedo van der Garde,Caterham,0,1.0
885,2013,815,1,0.0,7,16.0,Sergio Pérez,McLaren,6,0.0
885,2013,154,208,0.0,13,,Romain Grosjean,Lotus F1,0,1.0
885,2013,817,5,0.0,12,,Daniel Ricciardo,Toro Rosso,0,0.0
885,2013,824,206,0.0,20,,Jules Bianchi,Marussia,0,1.0
885,2013,813,3,0.0,16,,Pastor Maldonado,Williams,0,0.0
885,2013,13,6,0.0,21,,Felipe Massa,Ferrari,0,1.0
885,2013,819,207,0.0,18,,Charles Pic,Caterham,0,0.0
886,2013,20,9,25.0,1,1.0,Sebastian Vettel,Red Bull,25,1.0
886,2013,4,6,18.0,6,2.0,Fernando Alonso,Ferrari,8,1.0
886,2013,1,131,15.0,2,3.0,Lewis Hamilton,Mercedes,18,1.0
886,2013,17,9,12.0,5,4.0,Mark Webber,Red Bull,10,0.0
886,2013,3,131,10.0,4,5.0,Nico Rosberg,Mercedes,12,0.0
886,2013,818,5,8.0,7,6.0,Jean-Éric Vergne,Toro Rosso,6,1.0
886,2013,814,10,6.0,17,7.0,Paul di Resta,Force India,0,1.0
886,2013,13,6,4.0,16,8.0,Felipe Massa,Ferrari,0,0.0
886,2013,8,208,2.0,10,9.0,Kimi Räikkönen,Lotus F1,1,1.0
886,2013,16,10,1.0,8,10.0,Adrian Sutil,Force India,4,0.0
886,2013,815,1,0.0,12,11.0,Sergio Pérez,McLaren,0,1.0
886,2013,18,1,0.0,14,12.0,Jenson Button,McLaren,0,0.0
886,2013,154,208,0.0,22,13.0,Romain Grosjean,Lotus F1,0,0.0
886,2013,822,3,0.0,3,14.0,Valtteri Bottas,Williams,15,1.0
886,2013,817,5,0.0,11,15.0,Daniel Ricciardo,Toro Rosso,0,0.0
886,2013,813,3,0.0,13,16.0,Pastor Maldonado,Williams,0,0.0
886,2013,824,206,0.0,19,17.0,Jules Bianchi,Marussia,0,1.0
886,2013,819,207,0.0,18,18.0,Charles Pic,Caterham,0,0.0
886,2013,820,206,0.0,20,19.0,Max Chilton,Marussia,0,0.0
886,2013,821,15,0.0,15,20.0,Esteban Gutiérrez,Sauber,0,1.0
886,2013,807,15,0.0,9,,Nico Hülkenberg,Sauber,2,0.0
886,2013,823,207,0.0,21,,Giedo van der Garde,Caterham,0,1.0
887,2013,3,131,25.0,2,1.0,Nico Rosberg,Mercedes,18,1.0
887,2013,17,9,18.0,4,2.0,Mark Webber,Red Bull,12,0.0
887,2013,4,6,15.0,9,3.0,Fernando Alonso,Ferrari,2,1.0
